SiteID,SiteName,SensorGroup,Backend,Access,Usr,Pwd,Latitude,Longitude,Owner,Contact,ProviderURL,NetworkInfoWebsite,Description,ServerName
BoMLatest_95767_IDN60801,Lake Macquarie - Cooranbong,BoM,BoM_Latest,Public,NA,NA,-33.0887,151.4636,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_95772_IDN60801,Lostock,BoM,BoM_Latest,Public,NA,NA,-32.3322,151.4595,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_95774_IDN60801,Mangrove Mountain,BoM,BoM_Latest,Public,NA,NA,-33.2894,151.2107,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_95754_IDN60801,Merriwa,BoM,BoM_Latest,Public,NA,NA,-32.1852,150.1737,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_94756_IDN60801,Murrurundi,BoM,BoM_Latest,Public,NA,NA,-31.7651,150.8363,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_95747_IDN60801,Murrurundi Gap,BoM,BoM_Latest,Public,NA,NA,-31.7416,150.7937,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_95779_IDN60801,Nelson Bay,BoM,BoM_Latest,Public,NA,NA,-32.7103,152.1612,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_94774_IDN60801,Newcastle Nobbys,BoM,BoM_Latest,Public,NA,NA,-32.9184,151.7985,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_94781_IDN60801,Newcastle University,BoM,BoM_Latest,Public,NA,NA,-32.8906,151.7068,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_95770_IDN60801,Norah Head,BoM,BoM_Latest,Public,NA,NA,-33.2814,151.5766,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_95758_IDN60801,Scone Airport,BoM,BoM_Latest,Public,NA,NA,-32.0335,150.8264,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_94775_IDN60801,Tocal,BoM,BoM_Latest,Public,NA,NA,-32.6296,151.5919,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_94776_IDN60801,Williamtown,BoM,BoM_Latest,Public,NA,NA,-32.7932,151.8359,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_94773_IDN60801,Armidale,BoM,BoM_Latest,Public,NA,NA,-30.5243,151.6716,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_95773_IDN60801,Armidale Airport,BoM,BoM_Latest,Public,NA,NA,-30.5273,151.6158,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_94588_IDN60801,Glen Innes Airport,BoM,BoM_Latest,Public,NA,NA,-29.678,151.694,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_94772_IDN60801,Guyra,BoM,BoM_Latest,Public,NA,NA,-30.2122,151.6794,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_95541_IDN60801,Inverell,BoM,BoM_Latest,Public,NA,NA,-29.7796,151.1121,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_94541_IDN60801,Inverell RS,BoM,BoM_Latest,Public,NA,NA,-29.7752,151.0819,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_94553_IDN60801,Applethorpe,BoM,BoM_Latest,Public,NA,NA,-28.6217,151.9533,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_94556_IDN60801,Tenterfield,BoM,BoM_Latest,Public,NA,NA,-29.0479,152.0172,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_94752_IDN60801,Badgerys Creek,BoM,BoM_Latest,Public,NA,NA,-33.8969,150.7281,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_94765_IDN60801,Bankstown,BoM,BoM_Latest,Public,NA,NA,-33.9181,150.9864,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_94755_IDN60801,Camden,BoM,BoM_Latest,Public,NA,NA,-34.039,150.689,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_94757_IDN60801,Campbelltown,BoM,BoM_Latest,Public,NA,NA,-34.0615,150.7735,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_94766_IDN60801,Canterbury,BoM,BoM_Latest,Public,NA,NA,-33.9057,151.1134,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_94769_IDN60801,Fort Denison,BoM,BoM_Latest,Public,NA,NA,-33.8551,151.2254,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_95761_IDN60801,Holsworthy,BoM,BoM_Latest,Public,NA,NA,-33.9925,150.9489,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_94760_IDN60801,Horsley Park,BoM,BoM_Latest,Public,NA,NA,-33.851,150.8567,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_95756_IDN60801,Kurnell,BoM,BoM_Latest,Public,NA,NA,-34.0039,151.2111,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_94780_IDN60801,Little Bay,BoM,BoM_Latest,Public,NA,NA,-33.9829,151.2502,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_95757_IDN60801,Lucas Heights (ANSTO),BoM,BoM_Latest,Public,NA,NA,-34.0519,150.9825,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_95768_IDN60801,North Head,BoM,BoM_Latest,Public,NA,NA,-33.8152,151.2986,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_94764_IDN60801,Parramatta,BoM,BoM_Latest,Public,NA,NA,-33.7917,151.0181,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_94763_IDN60801,Penrith,BoM,BoM_Latest,Public,NA,NA,-33.7195,150.6783,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_95753_IDN60801,Richmond,BoM,BoM_Latest,Public,NA,NA,-33.6004,150.7761,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_94767_IDN60801,Sydney Airport,BoM,BoM_Latest,Public,NA,NA,-33.9465,151.1731,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_94768_IDN60801,Sydney - Observatory Hill,BoM,BoM_Latest,Public,NA,NA,-33.8607,151.205,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_95766_IDN60801,Sydney Harbour,BoM,BoM_Latest,Public,NA,NA,-33.8405,151.2643,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_95765_IDN60801,Sydney Olympic Park,BoM,BoM_Latest,Public,NA,NA,-33.8338,151.0718,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_94759_IDN60801,Terrey Hills,BoM,BoM_Latest,Public,NA,NA,-33.6908,151.2253,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_95752_IDN60801,Wattamolla,BoM,BoM_Latest,Public,NA,NA,-34.1407,151.1185,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_95748_IDN60801,Albion Park,BoM,BoM_Latest,Public,NA,NA,-34.5638,150.79,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_94749_IDN60801,Bellambi,BoM,BoM_Latest,Public,NA,NA,-34.3691,150.9291,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_99742_IDN60801,High Range (Wanganderry),BoM,BoM_Latest,Public,NA,NA,-34.3335,150.267,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_95749_IDN60801,Kiama,BoM,BoM_Latest,Public,NA,NA,-34.6532,150.8609,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_94746_IDN60801,Moss Vale,BoM,BoM_Latest,Public,NA,NA,-34.5253,150.4217,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_94750_IDN60801,Nowra,BoM,BoM_Latest,Public,NA,NA,-34.9469,150.5353,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_95940_IDN60801,Point Perpendicular,BoM,BoM_Latest,Public,NA,NA,-35.0936,150.8049,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_95745_IDN60801,Port Kembla Harbour,BoM,BoM_Latest,Public,NA,NA,-34.4734,150.9118,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_95931_IDN60801,Bega,BoM,BoM_Latest,Public,NA,NA,-36.6722,149.8191,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_94933_IDN60801,Gabo Island,BoM,BoM_Latest,Public,NA,NA,-37.5679,149.9158,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_94934_IDN60801,Green Cape,BoM,BoM_Latest,Public,NA,NA,-37.2622,150.0504,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_95929_IDN60801,Merimbula,BoM,BoM_Latest,Public,NA,NA,-36.9077,149.8989,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_94939_IDN60801,Montague Island,BoM,BoM_Latest,Public,NA,NA,-36.2519,150.2275,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_95937_IDN60801,Moruya Airport,BoM,BoM_Latest,Public,NA,NA,-35.9004,150.1437,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_94937_IDN60801,Moruya Heads,BoM,BoM_Latest,Public,NA,NA,-35.9093,150.1532,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_95935_IDN60801,Narooma,BoM,BoM_Latest,Public,NA,NA,-36.2144,150.1358,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_94938_IDN60801,Ulladulla,BoM,BoM_Latest,Public,NA,NA,-35.3635,150.4828,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_94730_IDN60801,Bathurst,BoM,BoM_Latest,Public,NA,NA,-33.4289,149.5559,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_94729_IDN60801,Bathurst Airport,BoM,BoM_Latest,Public,NA,NA,-33.4119,149.654,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_94732_IDN60801,Gulgong,BoM,BoM_Latest,Public,NA,NA,-32.3634,149.5329,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_94741_IDN60801,Lithgow,BoM,BoM_Latest,Public,NA,NA,-33.4769,150.1303,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_94743_IDN60801,Mount Boyce,BoM,BoM_Latest,Public,NA,NA,-33.6185,150.2741,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_94727_IDN60801,Mudgee,BoM,BoM_Latest,Public,NA,NA,-32.5628,149.6149,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_94754_IDN60801,Nullo Mountain,BoM,BoM_Latest,Public,NA,NA,-32.7244,150.229,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_95735_IDN60801,Oberon,BoM,BoM_Latest,Public,NA,NA,-33.6682,149.8348,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_95725_IDN60801,Orange AgIn,BoM,BoM_Latest,Public,NA,NA,-33.3211,149.0828,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_95726_IDN60801,Orange Airport,BoM,BoM_Latest,Public,NA,NA,-33.3768,149.1263,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_95744_IDN60801,Springwood,BoM,BoM_Latest,Public,NA,NA,-33.7065,150.5848,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_94927_IDN60801,Braidwood,BoM,BoM_Latest,Public,NA,NA,-35.4253,149.7835,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_94909_IDN60801,Burrinjuck Dam,BoM,BoM_Latest,Public,NA,NA,-34.9997,148.5984,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_94926_IDN60801,Canberra,BoM,BoM_Latest,Public,NA,NA,-35.3088,149.2004,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_94716_IDN60801,Goulburn,BoM,BoM_Latest,Public,NA,NA,-34.7495,149.7034,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_95716_IDN60801,Goulburn Airport,BoM,BoM_Latest,Public,NA,NA,-34.8085,149.7311,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_95925_IDN60801,Mount Ginini,BoM,BoM_Latest,Public,NA,NA,-35.5293,148.7721,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_94943_IDN60801,Nerriga,BoM,BoM_Latest,Public,NA,NA,-35.1103,150.0826,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
BoMLatest_94735_IDN60801,Taralga,BoM,BoM_Latest,Public,NA,NA,-34.4048,149.8197,Bureau of Meteorology,ross.searle@csiro.au,http://www.bom.gov.au,http://www.bom.gov.au,Latest 72 hours weather observations for each station (30 min intervals).,http://www.bom.gov.au/products
